time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-12-13T05:38:49.850Z,-10.8637,161.2253,10,5.3,mb,,57,1.894,1.04,us,us200080e8,2016-12-13T05:55:05.040Z,"88km WSW of Kirakira, Solomon Islands",earthquake,3.1,1.8,0.062,86,reviewed,us,us
2016-12-13T04:54:26.150Z,-6.2756,146.5293,6.8,5.1,mb,,43,3.171,1.12,us,us200080e0,2016-12-13T05:45:52.040Z,"70km NW of Lae, Papua New Guinea",earthquake,4.5,4,0.066,74,reviewed,us,us
2016-12-13T03:46:20.090Z,-10.2013,161.4313,66.89,5.1,mb,,64,1.647,1.13,us,us200080dw,2016-12-13T04:24:27.040Z,"60km WNW of Kirakira, Solomon Islands",earthquake,5.9,6.6,0.041,198,reviewed,us,us
2016-12-13T02:46:34.750Z,-18.8608,-177.9863,444.11,5.1,mb,,27,3.923,1.22,us,us200080dk,2016-12-15T18:53:02.000Z,"211km NNE of Ndoi Island, Fiji",earthquake,9.3,4.4,0.028,401,reviewed,us,us
2016-12-13T00:33:02.830Z,40.9837,48.6495,47.39,4.5,mb,,45,3.092,1.08,us,us200080cq,2016-12-13T01:46:26.595Z,"27km WNW of Altiagac, Azerbaijan",earthquake,7.5,7.6,0.063,75,reviewed,us,us
2016-12-13T00:24:11.090Z,-22.6902,-174.5158,10,5,mb,,91,5.597,1.04,us,us200080cm,2016-12-13T01:24:13.040Z,"156km SSE of `Ohonua, Tonga",earthquake,4.2,1.9,0.059,90,reviewed,us,us
2016-12-12T22:36:09.220Z,6.7641,-72.9765,156.35,4.5,mb,,70,0.871,1.08,us,us200080bv,2016-12-12T23:08:02.040Z,"9km NNE of Aratoca, Colombia",earthquake,8,5.3,0.062,76,reviewed,us,us
2016-12-12T16:23:28.560Z,-7.2783,129.3047,151.6,4.9,mb,,34,2.096,0.56,us,us2000808c,2016-12-12T19:51:37.040Z,"234km WNW of Saumlaki, Indonesia",earthquake,7.4,6.4,0.06,88,reviewed,us,us
2016-12-12T15:54:00.170Z,0.8542,-79.7951,34.17,5,mb,,48,1.446,0.76,us,us20008088,2016-12-15T17:41:27.000Z,"15km SW of Propicia, Ecuador",earthquake,5.7,4.4,0.033,286,reviewed,us,us
2016-12-12T15:36:16.710Z,12.1295,-87.7675,56.06,4.5,mb,,157,0.899,0.76,us,us20008086,2016-12-16T12:07:30.111Z,"75km WSW of Corinto, Nicaragua",earthquake,6.4,5,0.104,27,reviewed,us,us
2016-12-12T14:42:26.720Z,0.8652,-79.7065,33.58,4.7,mb,,132,1.375,0.7,us,us20008077,2016-12-12T16:16:47.106Z,"7km SSW of Propicia, Ecuador",earthquake,6.6,5.8,0.052,111,reviewed,us,us
2016-12-12T13:11:22.920Z,-21.8506,170.7252,95.04,4.6,mb,,133,2.533,0.74,us,us2000806r,2016-12-12T17:04:45.040Z,"149km WNW of Ile Hunter, New Caledonia",earthquake,12.2,10.5,0.114,23,reviewed,us,us
2016-12-12T11:14:42.210Z,36.2343,70.4287,93.84,4.5,mb,,93,0.897,0.92,us,us2000805v,2016-12-12T11:45:25.040Z,"38km NW of `Alaqahdari-ye Kiran wa Munjan, Afghanistan",earthquake,7.2,10.6,0.272,4,reviewed,us,us
